customer_id,canonical_root,target_url,anchor_text,anchor_type,priority_score,reasoning
117,bethard.com,https://www.bethard.com/sv/sports,Bethard online,partial,0.8,Strategi: diversified_basics | Anchor type: partial | Baserat på historik med 56 länkar
117,bethard.com,https://www.bethard.com/sv/sports,Bethard,branded,0.7,Strategi: diversified_basics | Anchor type: branded | Baserat på historik med 56 länkar
